"","bookingID","avgspeed","avgrest","label"
"95",147,-0.0145470577337615,-0.00202845479586363,"0"
"96",148,-0.16242416686056,-0.00182818397088161,"0"
"97",149,-0.143833238493223,0.000992033877062743,"0"
"99",151,0.12251893863802,-0.00182236824543598,"0"
"100",152,0.178260875510219,-0.00121530200821849,"0"
"102",154,-0.0677798021447763,-0.00327208620719452,"0"
"105",158,0.0715814352658352,-0.00139430779305178,"0"
"107",160,-0.0631914463337097,-0.00263787668872725,"0"
"108",162,0.211975037824215,-0.00215268468470482,"0"
"109",163,0.113439528795827,-0.000769688497771873,"0"
"110",168,0.0375758192551018,-0.00107475364855069,"0"
"111",171,0.0573815457872033,-0.00191953104421115,"0"
"113",8589934594,-0.0204635928686059,-0.000652080792012841,"0"
"114",8589934595,0.334374602973785,-0.00133095115935893,"0"
"115",8589934597,-0.222948695509379,7.90446081615758e-05,"0"
"116",8589934598,-0.0959051438725108,0.000612865256297595,"0"
"117",8589934599,-0.16716101826374,-0.00137426658464437,"0"
"120",8589934604,0.00471597961369442,0.000585795132561537,"0"
"121",8589934606,0.135376011254694,-0.00389549666717634,"0"
"122",8589934607,0.0668932218240954,-0.00231541863409667,"0"
"125",8589934611,0.276085621249881,-0.000300491821476333,"0"
"126",8589934612,-0.0765522042640295,-0.00182217620337162,"0"
"128",8589934614,0.129291699255177,-0.00245334842419864,"0"
"129",8589934615,0.0591288478814258,-0.00175269639422579,"0"
"130",8589934617,-0.122571638699103,-0.00132954272763598,"0"
"131",8589934618,-0.115489714654504,1.11705256450518e-05,"0"
"132",8589934620,0.0113214982270218,-0.000950114063186454,"0"
"134",8589934624,-0.116003301749721,8.68794810184241e-05,"0"
"135",8589934625,-0.0104137704806802,-0.00337583204565852,"0"
"136",8589934626,-0.0171672885715103,-0.000422852069986492,"0"
"137",8589934627,-0.077819547424441,-0.00103676390645399,"0"
"138",8589934628,-0.107487243841557,-0.00266273748513223,"0"
"139",8589934629,0.0253380697873639,-0.000566469552128162,"0"
"140",8589934630,-0.155133622384725,-0.00133135644874119,"0"
"141",8589934631,-0.0315231462096079,0.000993759219704458,"0"
"142",8589934632,0.270666854526138,-0.00127881851140423,"0"
"143",8589934633,0.192336714879318,-0.00161077642158785,"0"
"145",8589934635,-0.0731508505592483,0.000230804943757598,"0"
"146",8589934636,-0.139454495760769,0.000221538823092096,"0"
"147",8589934637,-0.0768449980405933,-0.00129386809313317,"0"
"148",8589934638,-0.0726558114174585,0.000309537698261198,"0"
"149",8589934639,-0.0485872207533067,-0.00213322719516561,"0"
"150",8589934641,0.116284880072592,-0.0010793128196001,"0"
"151",8589934642,0.315006818714868,-0.000575172937199144,"0"
"152",8589934644,0.00457597600744888,7.85639232305782e-05,"0"
"154",8589934648,0.0644178231273928,-0.000797265276003689,"0"
"155",8589934651,0.0610951841796583,-0.00190812332918012,"0"
"156",8589934652,0.207878610456054,0.000383428300682405,"0"
"157",8589934653,-0.00285917124447095,-0.000861632244367226,"0"
"158",8589934654,0.234475421578454,-0.000140093705013422,"0"
"159",8589934658,0.141642366890642,-0.000799129132638722,"0"
"160",8589934661,-0.0450650509989142,0.188764732233259,"0"
"163",8589934666,0.0673368773686474,-0.00210329061670999,"0"
"164",8589934667,0.0221588172658559,0.00171509208340047,"0"
"165",8589934669,-0.124788465431787,-0.00333326427715353,"0"
"166",8589934670,-0.0307709462024316,-0.00248779513380522,"0"
"167",8589934671,-0.00652426228017263,-0.00159100959001074,"0"
"169",8589934673,-0.133232429728455,-0.00200324929050896,"0"
"170",8589934674,0.406774080477123,-0.000706181497163295,"0"
"171",8589934676,-0.000610843430131723,-0.00118794312270943,"0"
"173",8589934679,-0.115203784588913,-0.00189626032939933,"0"
"174",8589934680,0.150309616058531,-0.00353016013591078,"0"
"175",8589934681,-0.0773710279017278,-0.00193565180961623,"0"
"177",8589934683,0.192233992660541,-0.000696285155447269,"0"
"178",8589934684,0.00141790408209332,-0.000763142867267316,"0"
"179",8589934685,-0.0354745777815601,-0.00192791399837159,"0"
"181",8589934690,0.129658323578565,-0.000882938929654302,"0"
"182",8589934692,0.323958098802705,-0.00141971875024405,"0"
"184",8589934694,-0.109854881815925,0.000510812822964993,"0"
"185",8589934695,0.268405509938699,-0.000774459332611884,"0"
"186",8589934696,0.0383194393612242,0.000591886335792625,"0"
"187",8589934697,-0.131517146960873,-0.000752443102422299,"0"
"188",8589934698,-0.119404529605703,-0.00200796387038506,"0"
"189",8589934699,0.481071434432648,0.000355907295326099,"0"
"191",8589934701,-0.121346981884778,0.00107464456831947,"0"
"193",8589934704,-0.00911371438313812,-0.000974351673403692,"0"
"194",8589934706,0.0231773015660613,0.0015855808969859,"0"
"195",8589934711,-0.0902715760826119,-0.000833091866396686,"0"
"197",8589934713,-0.0170444648299062,-0.00120026412003072,"0"
"198",8589934714,0.195726983816236,-0.000726286404570586,"0"
"199",8589934718,-0.0231018447542643,-0.000991830788496711,"0"
"201",8589934720,-0.192468135499834,-0.000295626865019256,"0"
"202",8589934725,-0.0298589807841497,-0.00320204539637992,"0"
"203",8589934726,-0.0469631206758873,-0.00070541343527708,"0"
"205",8589934729,0.0669982943622599,0.00479629523749321,"0"
"206",8589934730,-0.0477479341802475,-0.00164647320858877,"0"
"207",8589934733,-0.0804154209231007,-0.00103876993764645,"0"
"208",8589934734,0.0245141145211148,0.000305267999615476,"0"
"209",8589934736,-0.0447213465562655,-0.000431861194002379,"0"
"212",8589934741,0.480622757206175,-0.000321158843049646,"0"
"213",8589934742,-0.246342391538301,-0.00281477406067912,"0"
"217",8589934754,-0.0734906715927732,-0.000622371589465335,"0"
"218",8589934755,0.183989071390773,0.0010003743964133,"0"
"220",8589934758,-0.109673520613972,-0.00169976027566926,"0"
"221",8589934760,-0.0221331554582352,-0.00256702503252235,"0"
"223",8589934762,-0.172715976737287,-0.000903857788821505,"0"
"224",8589934764,0.191919615432445,-0.00213361266060838,"0"
"261",25769803778,-0.114836369287732,-0.000421121089754812,"0"
"262",25769803779,-0.256724386872473,0.0238599256662238,"0"
"263",25769803782,-0.0852447715481728,-0.00132864250790064,"0"
"264",25769803783,0.307220058703757,0.000152864597914214,"0"
"265",25769803785,0.117013572555781,-0.00229505239809295,"0"
"266",25769803786,-0.178113814339847,-0.00133192891024624,"0"
"267",25769803787,-0.178495240553588,-0.00165721998244201,"0"
"268",25769803790,-0.0908518166240486,-0.000196557519866501,"0"
"269",25769803791,-0.0433476239018435,0.000287116079181062,"0"
"270",25769803792,-0.119511969343477,-0.00152333932039971,"0"
"271",25769803794,0.0743927007662132,-0.000648453445584879,"0"
"272",25769803797,-0.0961233305440838,-0.000506106091288159,"0"
"273",25769803798,0.0679461167999326,0.00124914259637063,"0"
"274",25769803802,0.225675274029686,-0.00135168415755066,"0"
"275",25769803804,0.0943213286165216,-0.00156223972255379,"0"
"276",25769803805,-0.0715611341286637,-0.00267524959605477,"0"
"277",25769803806,0.0292596350104913,0.000887987254977945,"0"
"278",25769803809,-0.0265009961446247,-0.000915582291355771,"0"
"280",25769803813,-0.211465914292637,-0.00151614084307078,"0"
"283",25769803816,0.0110229895203973,-0.00162520998725126,"0"
"284",25769803817,0.0504070787770846,-0.00115309348991198,"0"
"285",25769803818,0.100289289202848,-0.000987160748370472,"0"
"286",25769803819,-0.0216315996141289,0.00149823333055239,"0"
"287",25769803820,-0.0465643821516742,0.0318227923309761,"0"
"288",25769803821,-0.127591538217198,-0.000771088719084298,"0"
"289",25769803822,-0.145587834262714,-0.000163984350542027,"0"
"291",25769803824,0.170990083168449,-0.000532301804213223,"0"
"292",25769803825,-0.209729744182981,0.0020173078562574,"0"
"293",25769803826,0.0934241463414911,-0.00195532098144596,"0"
"294",25769803827,0.199581775371589,-0.0012091257860235,"0"
"295",25769803828,0.0719640772510499,-0.00165031811705806,"0"
"297",25769803830,0.397033484644656,-0.000711816348098249,"0"
"299",25769803833,-0.122612816475167,0.000654547585667307,"0"
"300",25769803834,-0.0922946291779975,-0.00169803888359798,"0"
"301",25769803835,-0.0543566372436064,0.00213187140766717,"0"
"302",25769803839,0.0737991042788365,-0.000768288427296181,"0"
"303",25769803842,-0.0991649744330085,-0.00141944359485114,"0"
"304",25769803844,-0.0896434539145812,-0.000478096611442516,"0"
"305",25769803845,0.0465338429690423,0.00371706995309365,"0"
"306",25769803846,-0.143682084485791,-0.00239540303795312,"0"
"307",25769803848,0.117702284755621,-0.00191225123384117,"0"
"308",25769803851,-0.0435360967226416,-0.001915025468044,"0"
"309",25769803856,0.367165155863589,0.00145127413660368,"0"
"310",25769803857,-0.0986191639108023,-0.000148433643633057,"0"
"311",25769803859,-0.116106169254985,-0.00136960273723138,"0"
"312",25769803860,-0.0153041946153579,-0.000734823245494594,"0"
"314",25769803862,-0.147845110613359,-0.0030180398728285,"0"
"316",25769803867,-0.090677371320538,-0.00107106888960225,"0"
"317",25769803869,-0.141904052127721,-0.000886631841092505,"0"
"318",25769803870,-0.0816404134062983,-0.00116384220542773,"0"
"319",25769803871,-0.126792837664426,0.000422382598534918,"0"
"320",25769803872,-0.0798762210395829,-0.0005968935481088,"0"
"321",25769803873,-0.000987651286166688,0.00306457930309708,"0"
"322",25769803874,0.25605776948863,0.00209098899917484,"0"
"323",25769803876,0.204241338266607,-0.000503248788554446,"0"
"326",25769803880,0.0862779072294082,-0.00138171712331609,"0"
"327",25769803882,-0.0927044327871774,-0.000832688141521147,"0"
"328",25769803883,0.0591762458556461,-0.00374972101850122,"0"
"329",25769803884,0.0131095662552881,-0.000513978803760787,"0"
"331",25769803886,-0.108439032565334,0.000784390481670087,"0"
"334",25769803890,0.0195798862845521,0.000910412115325945,"0"
"335",25769803893,-0.165969339343307,0.00126706104029647,"0"
"336",25769803896,0.125908633920614,0.005408773302674,"0"
"337",25769803897,-0.101901434013774,-0.000838109223130182,"0"
"339",25769803905,0.0132638083041926,-0.000776641484996577,"0"
"341",25769803908,-0.0362231425811201,-0.00134809773374836,"0"
"342",25769803911,-0.122081178582914,-0.000620033698637386,"0"
"343",25769803913,-0.0592361866951956,-0.000830784722576428,"0"
"344",25769803914,-0.0130622539935946,-0.0014749114906797,"0"
"345",25769803915,-0.0880045726806103,3.94457909598306e-05,"0"
"346",25769803916,-0.0633463064484441,-0.000803886245694394,"0"
"347",25769803919,0.135538473620919,0.000198690485287764,"0"
"348",25769803920,-0.0447520528003815,-0.000512520668876942,"0"
"349",25769803921,0.0431118924730992,-0.00051556239740486,"0"
"353",25769803926,-0.0771534060387102,-0.000333923315510472,"0"
"356",25769803929,-0.028554083510319,-0.00375027570359008,"0"
"357",25769803930,0.0717285382111134,-0.00126265813096862,"0"
"358",25769803932,-0.0825316419804447,0.00139468738986589,"0"
"359",25769803933,-0.00499436786725631,0.000681312195701853,"0"
"360",25769803935,0.135533610209375,-0.00258583452049548,"0"
"361",25769803936,0.0112728924909258,0.00044818228377556,"0"
"362",25769803938,0.395021498363468,-0.000298820175410268,"0"
"363",25769803939,0.0599247244055895,-0.000707529658673067,"0"
"364",25769803940,0.167173696026563,0.000199266898882297,"0"
"365",25769803942,0.0291412311351152,-0.00142999831779905,"0"
"366",25769803945,0.32272410423511,-0.000809674010346001,"0"
"367",25769803947,-0.105112073745271,0.000795114165813594,"0"
"368",25769803948,0.223240912454383,0.00109888181076184,"0"
"369",25769803949,-0.0386372523965858,-0.000930416489100035,"0"
"370",25769803950,0.0973965474905437,-0.000299655501417635,"0"
"372",25769803952,0.203847751034889,-0.00132558257759948,"0"
"373",25769803957,-0.107711086599152,-0.00176961985346473,"0"
"375",25769803959,-0.00913719038544348,-0.00131210528173683,"0"
"376",25769803960,-0.00920457113064054,-8.93448234154646e-05,"0"
"377",25769803961,0.208076662716899,-0.000846322745596285,"0"
"378",34359738368,-0.0319604545688255,-0.0013126136894847,"0"
"379",34359738369,-0.0415964758607096,-0.000553369515866509,"0"
"380",34359738370,-0.0780400109632911,-0.000134432264901338,"0"
"383",34359738375,0.290328958310893,-0.000830467845698135,"0"
"384",34359738377,0.117998808634324,-0.000332189625981274,"0"
"385",34359738378,-0.131184131945608,0.00015588036627707,"0"
"386",34359738379,-0.0435688991471774,-0.001717153987351,"0"
"388",34359738382,0.0863900687123033,-8.36456377347325e-05,"0"
"389",34359738383,0.207046610031271,-0.000308318823477554,"0"
"391",34359738386,0.00375212814146274,0.0015032342073188,"0"
"392",34359738387,0.084658763755496,-0.000221027901915302,"0"
"395",34359738390,0.00460466795327278,-0.003924854687012,"0"
"398",34359738393,-0.0125635299337868,-0.000846794094359665,"0"
"399",34359738396,-0.147702856795184,-0.00059419700097374,"0"
"400",34359738397,0.0144867881180879,-0.00133378777395021,"0"
"401",34359738398,-0.0769006803573835,-0.00150975082352795,"0"
"402",34359738403,0.170238353705452,-0.00107187709884802,"0"
"403",34359738404,-0.0729831516339816,0.00107546299890952,"0"
"404",34359738405,0.280041498837259,0.000422679724493718,"0"
"405",34359738406,-0.141261956760677,-0.00110907536436062,"0"
"406",34359738407,0.222741384872443,-0.000452553326785746,"0"
"407",34359738410,0.0784918058233122,-0.000909359999645754,"0"
"410",34359738417,0.0188581826119632,0.00111429819094734,"0"
"411",34359738418,-0.0751307462667266,0.193586181530644,"0"
"412",34359738420,0.276498242054619,-0.000740229577378261,"0"
"413",34359738423,0.0346035834314726,0.000682380931988083,"0"
"415",34359738429,0.0170729243212739,-0.00123918510171082,"0"
"416",34359738431,0.198252285596358,-0.00130696498024227,"0"
"417",34359738432,0.0675548937631439,-0.000358160787787002,"0"
"418",34359738433,-0.127773523705995,1.39298686762712e-05,"0"
"419",34359738434,-0.012786564325097,-0.00127490208398612,"0"
"420",34359738436,-0.134548020813497,-0.00157031505558569,"0"
"421",34359738437,0.0719529020631992,-0.000594383513613564,"0"
"422",34359738439,-0.0679582566287533,0.00175985951247131,"0"
"423",34359738440,-0.0986878263683945,-0.00494745523815325,"0"
"424",34359738442,0.0505838308163182,-0.000535834683947285,"0"
"426",34359738444,-0.0275820727049581,-0.000712688016216461,"0"
"427",34359738445,-0.0710081090567028,0.00057199174014797,"0"
"428",34359738446,-0.0325276142435814,0.000313054817513624,"0"
"430",34359738448,0.125936087029428,-0.00197490932143335,"0"
"431",34359738449,-0.0710619889309382,-0.0555572270542386,"0"
"432",34359738450,-0.109410773309767,0.000133544838949622,"0"
"433",34359738451,0.202321195433311,-0.00212354123199065,"0"
"434",34359738452,-0.0953241743822088,-0.00201195716501055,"0"
"435",34359738454,0.0900396944912244,-0.000745455930023323,"0"
"436",34359738456,0.0461190702732436,0.00219384879990581,"0"
"437",34359738457,-0.10244811273724,0.000353460612601942,"0"
"439",34359738459,-0.0109197993978458,-0.00291516196496309,"0"
"443",34359738463,0.0279376496214991,0.000198116046260277,"0"
"444",34359738464,-0.117795747519714,-0.000780216552049685,"0"
"445",34359738466,-0.0234788807974987,-0.000813250477143215,"0"
"446",34359738467,-0.0747203658506746,-0.000821819884293945,"0"
"448",34359738473,-0.07094362207787,-0.000784622678044656,"0"
"449",34359738474,0.0537504796336174,-0.00435121100700661,"0"
"450",34359738477,0.0154539463358614,-0.000447981982167119,"0"
"451",34359738478,-0.00188699634712265,0.000881141885436495,"0"
"452",34359738479,-0.112907706024093,0.00145124454958461,"0"
"455",34359738482,0.254632467805193,-0.00171348369255473,"0"
"456",34359738483,-0.051271478156095,-0.000358726260684452,"0"
"457",34359738484,-0.117974507466961,-0.00318913897892473,"0"
"458",34359738485,-0.0859971451303604,0.000322967690897802,"0"
"459",34359738486,0.0924331441346311,-0.0508772664861275,"0"
"460",34359738488,0.122324666523648,-0.000410367033168476,"0"
"463",34359738493,0.0817659304195002,-0.000849045599835309,"0"
"465",34359738498,-0.0537987488868257,0.00235493482459671,"0"
"466",34359738499,-0.158016564902765,-0.00241269317021721,"0"
"467",34359738500,-0.104359314522895,-0.000863141328524346,"0"
"468",34359738502,-0.114258350803812,-0.00175342401809932,"0"
"472",34359738508,-0.127905403241748,-0.000354518529349142,"0"
"473",34359738509,0.0292293279910273,-0.000156288820669627,"0"
"474",34359738511,-0.0160316821855439,4.94497425180099e-05,"0"
"475",34359738512,-0.0370799963017974,-0.000575331189060023,"0"
"476",34359738513,-0.111058157193131,-2.97691001142726e-06,"0"
"478",34359738516,-0.0224190719241781,-0.00110092060412234,"0"
"479",34359738517,-0.0552213145535906,0.000718564020140894,"0"
"480",34359738519,0.0564118274003278,-0.00100930439164104,"0"
"482",34359738524,-0.112592538627011,0.000815213714718798,"0"
"483",34359738525,-0.187474192429299,-0.000710161331211378,"0"
"484",34359738526,0.152006728517187,-0.000847944188596157,"0"
"485",34359738528,-0.114343993810484,-0.00266748635339788,"0"
"486",34359738529,-0.0812390776605403,-0.000499741344822127,"0"
"487",34359738530,-0.0128000576946763,-0.000381411495547597,"0"
"488",34359738531,0.23127674572254,-0.000338448039423093,"0"
"489",34359738532,0.0941430963170351,-0.00402419511807914,"0"
"490",34359738533,-0.0351630311055435,-0.00287565948089682,"0"
"491",34359738534,-0.0638660219078415,0.000137901410633163,"0"
"492",34359738535,-0.10193974965308,-0.0013784941302087,"0"
"493",34359738536,0.0379697978556804,-0.00135729061054038,"0"
"494",34359738537,-0.224100154523261,-0.00264591480311368,"0"
"496",34359738540,-0.000854028217455814,0.000704468736582822,"0"
"497",34359738541,-0.0665202137248861,-0.00246632814200315,"0"
"498",34359738542,-0.111811249661469,0.00108303994894238,"0"
"500",34359738544,-0.08508731756794,-0.000703545094928557,"0"
"501",42949672960,-0.0219358063199543,-0.00042117559047575,"0"
"502",42949672961,-0.0406849979062962,-5.40208127227902e-05,"0"
"503",42949672962,0.0644858014380737,0.000591929986962206,"0"
"504",42949672965,0.223920322135587,0.000607587816351245,"0"
"505",42949672966,0.117316945083824,-0.00151349728891302,"0"
"506",42949672967,-0.150146408389073,0.000244479009067852,"0"
"507",42949672969,-0.135409354073646,-0.000223007521768926,"0"
"508",42949672972,-0.135051299878128,-0.00448563255612189,"0"
"510",42949672974,-0.119805204781732,0.000672349632625082,"0"
"511",42949672975,-0.134793466903706,-0.00249018330497986,"0"
"514",42949672979,0.361125156078133,-0.000770769886031013,"0"
"515",42949672980,-0.110937840524973,-0.000470430613199891,"0"
"516",42949672981,0.225278193167188,0.000251638999857639,"0"
"517",42949672982,0.195267640631316,-0.00133439377936073,"0"
"518",42949672984,0.343097498527265,0.000216211492834177,"0"
"519",42949672985,-0.126041121403054,-0.00102058478606114,"0"
"520",42949672987,-0.0419621832067129,-0.000789127143033786,"0"
"521",42949672988,-0.12653935021928,-0.000500078445897606,"0"
"523",42949672991,-0.0416491493148079,-0.000487804491083784,"0"
"525",42949672994,0.159156554024336,-0.00069829738603821,"0"
"526",42949672996,-0.125170569884138,0.000324446268489154,"0"
"527",42949672998,-0.0791029826475834,-0.00112732457163475,"0"
"530",42949673002,-0.000345462234612576,2.47721347850606e-05,"0"
"532",42949673004,0.287088658287313,0.000662983211599587,"0"
"533",42949673006,0.00200813972443444,0.000450161714204094,"0"
"534",42949673008,-0.0861319328624275,0.000424109832986786,"0"
"537",42949673013,-0.0768225898687177,-0.000567774554927089,"0"
"538",42949673014,0.293763430314815,-0.00195575707507469,"0"
"539",42949673016,0.00888467604663844,-0.000889399350004745,"0"
"540",42949673017,-0.0345482572300839,-0.00172547905163987,"0"
"542",42949673019,-0.131477318739181,-0.000549223168249884,"0"
"543",42949673020,-0.0738890580309724,-0.00237301122814223,"0"
"544",42949673022,-0.0104798907263622,-0.00111662399691097,"0"
"545",42949673026,0.0243496486562012,-0.000755589687524133,"0"
"546",42949673027,-0.0534724642540804,-0.00809172202243893,"0"
"547",42949673028,0.0741531309086278,0.000540458759932061,"0"
"548",42949673030,0.0231901889284172,-1.11891028164223e-06,"0"
"550",42949673032,-0.0586763172579471,7.47397217244059e-05,"0"
"551",42949673034,-0.0923670749120881,0.000131396168601559,"0"
"552",42949673035,-0.0331248014645936,-0.00189827548561993,"0"
"553",42949673036,-0.0312875458144473,-0.000897749879273966,"0"
"554",42949673037,0.131351058558133,-0.00256908201553823,"0"
"555",42949673038,-0.0198438941021106,-0.000331089752615049,"0"
"556",42949673040,-0.162170708438311,-0.000254948898314846,"0"
"557",42949673041,0.0507873603574917,-0.00122390690560848,"0"
"558",42949673043,-0.1021017677839,-0.00270907467508325,"0"
"559",42949673044,-0.153060312413134,-0.00206181329395688,"0"
"560",42949673045,0.0653796806201418,-0.00146682384941637,"0"
"562",42949673048,-0.0850097661129983,0.000352959934418541,"0"
"563",42949673049,0.0708139174757884,-0.00258444786223132,"0"
"564",42949673050,0.00321114038859771,-0.00147190059542008,"0"
"566",42949673052,-0.0228463382440998,0.00030575664538865,"0"
"567",42949673054,-0.09846541948223,-0.00243575598672384,"0"
"570",42949673057,0.00857308952635001,-0.000707018334204326,"0"
"571",42949673058,-0.0851743707395309,0.000351337394659415,"0"
"574",42949673061,-0.0254481907538167,-0.00136342846341901,"0"
"575",42949673063,0.0803323198461694,-0.00521866506914225,"0"
"576",42949673064,-0.104481796918166,-0.00159528059702754,"0"
"577",42949673065,-0.20357954252636,-0.00311025819052729,"0"
"578",42949673070,0.178615229323006,0.00304440906526134,"0"
"579",42949673071,0.0664310600380832,-0.000405883147377506,"0"
"580",42949673074,0.00353025087278126,-0.00139206681014989,"0"
"581",42949673075,-0.0730844480140594,-0.00216329455389484,"0"
"582",42949673077,-0.157424483820404,-0.00134945982020839,"0"
"584",42949673079,-0.148821449246734,0.00173051176978826,"0"
"585",42949673080,-0.0911050760425336,0.000799924271085456,"0"
"586",42949673082,-0.0698204283329437,-0.0011283228998705,"0"
"587",42949673083,-0.0250532136080783,-0.000821016721902107,"0"
"588",42949673084,-0.0579852830974071,0.000745115015692293,"0"
"589",42949673085,-0.0499280060940465,-0.000145861614547151,"0"
"590",42949673086,-0.0908780620244891,-0.000808837556260559,"0"
"591",42949673088,-0.0493089884883136,-0.00144038175430547,"0"
"592",42949673089,-0.123059232465729,-0.00155639910782505,"0"
"594",42949673092,0.145664620457537,-0.00128399456705401,"0"
"595",42949673093,0.428091674733057,0.000737326295807045,"0"
"596",42949673094,-0.0178515218622709,0.000592956161075541,"0"
"597",42949673096,-0.0846678426506255,0.00101888759581525,"0"
"598",42949673097,-0.129862526174989,-0.00150452645777916,"0"
"599",42949673098,-0.101424430205808,-0.000313465689767484,"0"
"600",42949673101,0.040965938296784,-0.00235002564937531,"0"
"601",42949673105,0.135810342985906,-0.000381927749834877,"0"
"602",42949673107,-0.112138869960052,-0.00107015850794515,"0"
"603",42949673108,-0.0681408836103218,-0.00267489725847789,"0"
"604",42949673109,0.132532707514502,0.00704700475653976,"0"
"605",42949673110,-0.148784088198582,-0.00110139310399271,"0"
"606",42949673111,0.0817751023849805,0.000327903572531283,"0"
"608",42949673116,-0.0862864761475188,-0.000849817130030399,"0"
"609",42949673117,-0.090840932495509,-9.5908999999225e-05,"0"
"610",42949673118,-0.0486446836000919,-0.00155210091247157,"0"
"611",42949673119,0.0334779664015154,-0.000587866493318475,"0"
"613",42949673122,0.180713610512166,-0.000827172601651883,"0"
"614",42949673124,0.0462445840758328,-0.000701027485096108,"0"
"616",42949673128,-0.145089836428975,-0.000806773844851114,"0"
"617",42949673129,-0.135011507103791,-1.30510032306222e-06,"0"
"618",42949673130,0.240725384006664,-0.00112482578748143,"0"
"619",42949673131,-0.0434819305138078,-0.00269421338655853,"0"
"620",42949673132,-0.134019381225102,-0.000599961022941164,"0"
"622",42949673134,0.111847285997597,0.00168885350542953,"0"
"624",42949673136,-0.108997455778531,-0.000735550680269045,"0"
"625",42949673139,-0.132482811603387,-0.000357895270475984,"0"
"626",42949673140,-0.0583154387840383,-0.00169806921124368,"0"
"628",42949673142,-0.0580214038462656,0.000423721016355834,"0"
"630",42949673144,-0.097760495848499,-0.000917705725944668,"0"
"632",42949673148,0.491843231976476,-0.00224353305734498,"0"
"633",42949673149,-0.15025870062355,0.00193177433535204,"0"
"635",42949673151,0.412760748831012,-0.00234326003979186,"0"
"636",42949673153,-0.0973262805563635,0.000366909882291001,"0"
"637",51539607552,0.153429971412458,-0.00272946779761777,"0"
